id,level,skill,lesson,type,prompt,opt_a,opt_a_correct,opt_a_why,opt_b,opt_b_correct,opt_b_why,opt_c,opt_c_correct,opt_c_why,opt_d,opt_d_correct,opt_d_why,accepted,explanation,grammar_note,tags
c2-013,C2,vocab,peribahasa,mcq,"Sudah terhantuk baru terngadah describes someone who realises something...","only after it is too late",true,"Correct - one looks up only after hitting one's head.","before everyone else does",false,"It means the opposite.","very quickly",false,"It stresses lateness, not speed.","purely by accident",false,"It is about hindsight, not accident.",,"Sudah terhantuk baru terngadah describes realising something too late.",peribahasa,proverb
c2-014,C2,vocab,peribahasa,mcq,"What does Bagai pinang dibelah dua describe?","a perfectly matched pair",true,"Correct - a betel nut split in two gives two identical halves.","a very difficult decision",false,"That is not its meaning.","a broken friendship",false,"It describes a good match, not a break.","two bitter enemies",false,"It means the opposite.",,"Bagai pinang dibelah dua describes a well-matched pair.",peribahasa,proverb
c2-015,C2,vocab,simpulan-bahasa,mcq,"A person described as berat tulang is...","lazy and reluctant to work",true,"Correct - berat tulang means lazy; the bones feel heavy.","very strong",false,"It describes attitude, not strength.","hardworking",false,"That would be ringan tulang, the opposite.","seriously ill",false,"It is not about illness.",,"berat tulang means lazy; its opposite is ringan tulang.",idioms,idiom
c2-016,C2,vocab,simpulan-bahasa,mcq,"What does ringan tangan mean when used to describe someone helpful?","quick and willing to help others",true,"Correct - ringan tangan can mean ready to lend a hand.","stingy with money",false,"That is not the meaning here.","slow to respond",false,"It means the opposite of slow.","forgetful",false,"That is not its meaning.",,"ringan tangan can mean helpful and ready to assist (it can also mean quick to hit).",idioms,idiom
c2-017,C2,vocab,simpulan-bahasa,mcq,"What does the idiom kaki ayam mean?","barefoot",true,"Correct - kaki ayam literally chicken feet, idiomatically barefoot.","a fast runner",false,"That is not its meaning.","a coward",false,"That is not this idiom.","a chicken farmer",false,"It is figurative, not an occupation.",,"kaki ayam is an idiom meaning barefoot.",idioms,idiom
c2-018,C2,vocab,simpulan-bahasa,mcq,"A child affectionately called cahaya mata is...","a beloved child",true,"Correct - cahaya mata, the light of one's eyes, means a beloved child.","a clever student",false,"It is a term of endearment for a child.","a newborn baby only",false,"It refers to a beloved child generally, not only newborns.","an only child",false,"It is not about birth order.",,"cahaya mata is an endearing term for one's child.",idioms,idiom
c2-019,C2,vocab,simpulan-bahasa,mcq,"Someone described as besar kepala is...","arrogant or stubborn",true,"Correct - besar kepala means big-headed, arrogant or stubborn.","very intelligent",false,"It is about attitude, not intelligence.","a leader",false,"That is not its meaning.","physically large",false,"It is figurative, not literal.",,"besar kepala means arrogant or stubborn.",idioms,idiom
c2-020,C2,vocab,simpulan-bahasa,mcq,"If something becomes buah mulut, it is...","a topic of widespread talk or gossip",true,"Correct - buah mulut means something everyone is talking about.","a delicious food",false,"It is figurative, not about food.","a secret",false,"It means the opposite - widely discussed.","a promise",false,"That is not its meaning.",,"buah mulut means a topic that everyone is talking about.",idioms,idiom
c2-021,C2,vocab,simpulan-bahasa,mcq,"What does the idiom murah hati mean?","generous and kind-hearted",true,"Correct - murah hati means generous.","cheap or low-priced",false,"It is figurative, not about price.","easily upset",false,"That is closer to kecil hati.","light-hearted and cheerful",false,"That is not its meaning.",,"murah hati means generous and kind-hearted.",idioms,idiom
c2-022,C2,vocab,simpulan-bahasa,mcq,"If someone is your tangan kanan, they are...","your trusted, most reliable helper",true,"Correct - tangan kanan, right hand, means a trusted assistant.","your enemy",false,"That is not its meaning.","a thief",false,"That would be panjang tangan.","a stranger",false,"It means a close, trusted helper.",,"tangan kanan means a trusted right-hand helper.",idioms,idiom
c2-023,C2,vocab,simpulan-bahasa,mcq,"To feel kecil hati means to feel...","hurt or slightly offended",true,"Correct - kecil hati means to feel hurt or offended.","very happy",false,"That is not its meaning.","frightened",false,"That is not its meaning.","brave",false,"That is not its meaning.",,"kecil hati means to feel hurt or offended.",idioms,idiom
c2-024,C2,vocab,simpulan-bahasa,mcq,"To do something with a berat hati is to do it...","reluctantly or unwillingly",true,"Correct - berat hati means a heavy heart, doing something reluctantly.","joyfully",false,"It means the opposite.","carelessly",false,"That is not its meaning.","secretly",false,"That is not its meaning.",,"berat hati means reluctant or unwilling.",idioms,idiom
c2-025,C2,vocab,simpulan-bahasa,mcq,"If you give someone a tumbuk rusuk, you give them...","a secret bribe",true,"Correct - tumbuk rusuk idiomatically means a bribe.","a friendly hug",false,"It is figurative, not affectionate.","a punch in the ribs",false,"It is figurative, not literal violence.","a gift of food",false,"That would be buah tangan.",,"tumbuk rusuk is an idiom for a bribe.",idioms,idiom
c2-026,C2,vocab,simpulan-bahasa,mcq,"Someone who likes to lipat tangan during a crisis is...","idle and doing nothing to help",true,"Correct - lipat tangan, folding the arms, means staying idle.","working very hard",false,"It means the opposite.","praying quietly",false,"That is not its meaning.","panicking",false,"That is not its meaning.",,"lipat tangan means to stay idle and do nothing.",idioms,idiom
c2-027,C2,vocab,simpulan-bahasa,mcq,"Pilih simpulan bahasa yang sesuai: Selepas dimarahi pelanggan, pekerja itu ___ dan menengking rakannya.","naik darah",true,"Correct - naik darah fits a sudden surge of anger.","makan angin",false,"makan angin means to go on a leisure trip.","ringan tulang",false,"ringan tulang means diligent.","buah tangan",false,"buah tangan means a souvenir.",,"naik darah suits the scenario of a worker losing his temper.",idioms,idiom
c2-028,C2,vocab,simpulan-bahasa,mcq,"Pilih simpulan bahasa yang sesuai: Dia sangat ___, sentiasa bersedia membantu jiran tanpa diminta.","ringan tulang",true,"Correct - ringan tulang describes a diligent, helpful person.","berat tulang",false,"berat tulang means lazy.","besar kepala",false,"besar kepala means arrogant.","panjang tangan",false,"panjang tangan means thievish.",,"ringan tulang fits someone always ready to help.",idioms,idiom
c2-029,C2,vocab,simpulan-bahasa,mcq,"Which sentence uses the idiom correctly?","Dia membawa buah tangan untuk keluarganya selepas pulang dari Jepun.",true,"Correct - buah tangan, a souvenir, fits a gift brought back from a trip.","Dia makan buah tangan yang manis itu.",false,"buah tangan is figurative; it cannot be eaten.","Buah tangan itu jatuh dari pokok.",false,"buah tangan is an idiom, not literal fruit.","Tangannya menjadi buah tangan kerana sakit.",false,"This misuses the idiom entirely.",,"buah tangan is correctly used to mean a souvenir or gift.",idioms,idiom
c2-030,C2,vocab,simpulan-bahasa,mcq,"Which sentence uses the idiom correctly?","Ahli politik itu menjadi buah mulut kerana skandalnya.",true,"Correct - buah mulut means a topic of widespread talk.","Dia memakan buah mulut untuk sarapan.",false,"buah mulut is figurative and cannot be eaten.","Buah mulut itu ditanam di kebun.",false,"This treats the idiom literally, which is wrong.","Buah mulutnya berwarna merah.",false,"This misuses the idiom.",,"buah mulut correctly means a topic everyone is talking about.",idioms,idiom
c2-031,C2,vocab,simpulan-bahasa,fill_blank,"Lengkapkan: Budak itu suka mencuri; dia memang panjang ___.",,,,,,,,,,,,,tangan,"The idiom panjang tangan describes someone prone to stealing.",idioms,idiom
c2-032,C2,vocab,simpulan-bahasa,fill_blank,"Lengkapkan: Anak kecil itu ialah cahaya ___ kepada ibu bapanya.",,,,,,,,,,,,,mata,"cahaya mata is an endearing idiom for a beloved child.",idioms,idiom
c2-033,C2,vocab,simpulan-bahasa,fill_blank,"Lengkapkan: Jangan ___ tangan sahaja; tolonglah kami mengemas dewan ini.",,,,,,,,,,,,,lipat,"lipat tangan means to stay idle and do nothing.",idioms,idiom
c2-034,C2,vocab,simpulan-bahasa,mcq,"What does ada hati mean in Malay?","to harbour a desire or intention (often presumptuous)","true","Correct - ada hati means to have the nerve or desire to want something.","to be brave",false,"Bravery is berani hati or similar, not this idiom.","to be in love",false,"That would be jatuh hati.","to be kind",false,"That would be murah hati.",,"ada hati means to have the desire or audacity to want something.",idioms,idiom
c2-035,C2,vocab,simpulan-bahasa,mcq,"A person described as ringan kepala is...","quick to learn and understand",true,"Correct - ringan kepala means a quick, sharp learner.","forgetful",false,"That is not its meaning.","arrogant",false,"That would be besar kepala.","dizzy",false,"It is figurative, not about dizziness.",,"ringan kepala means quick to learn and understand.",idioms,idiom
c2-036,C2,vocab,peribahasa,mcq,"What does the proverb Sediakan payung sebelum hujan teach?","prepare for difficulties before they happen",true,"Correct - have the umbrella ready before the rain comes.","never trust the weather",false,"That is not its meaning.","help others in need",false,"That is not its message.","do not waste resources",false,"That is not its meaning.",,"Sediakan payung sebelum hujan advises preparing before trouble arrives.",peribahasa,proverb
c2-037,C2,vocab,peribahasa,mcq,"Two people who are Bagai isi dengan kuku are...","extremely close and inseparable",true,"Correct - the flesh and the nail are always together.","constantly quarrelling",false,"It means the opposite - they are close.","very different in nature",false,"That is not its meaning.","strangers to each other",false,"That is not its meaning.",,"Bagai isi dengan kuku describes two people who are very close and inseparable.",peribahasa,proverb
c2-038,C2,vocab,peribahasa,mcq,"What does Harapkan pagar, pagar makan padi warn about?","betrayal by the very person you trusted",true,"Correct - the fence meant to protect ends up eating the crop.","leaving work unfinished",false,"That is not its meaning.","spending beyond your means",false,"That is not its meaning.","ignoring good advice",false,"That is not its meaning.",,"Harapkan pagar, pagar makan padi warns of betrayal by someone trusted.",peribahasa,proverb
c2-039,C2,vocab,peribahasa,mcq,"The proverb Air dicincang tidak akan putus means...","family ties cannot be permanently severed",true,"Correct - water that is chopped does not stay parted - kinship endures.","still water runs deep",false,"That is a different idea.","time heals all wounds",false,"That is not its meaning.","actions speak louder than words",false,"That is not its meaning.",,"Air dicincang tidak akan putus means bonds of kinship cannot truly be broken.",peribahasa,proverb
c2-040,C2,vocab,peribahasa,mcq,"What does Di mana ada kemahuan, di situ ada jalan express?","where there is a will, there is a way",true,"Correct - determination finds a path to success.","every road leads somewhere",false,"That is a literal misreading.","follow the crowd to be safe",false,"That is not its meaning.","patience is a virtue",false,"That is not its meaning.",,"Di mana ada kemahuan, di situ ada jalan means determination finds a way.",peribahasa,proverb
c2-041,C2,vocab,peribahasa,mcq,"The proverb Indah khabar dari rupa means...","the report is better than the reality",true,"Correct - the news sounds finer than the thing actually is.","beauty fades with time",false,"That is not its meaning.","good news travels fast",false,"That is not its meaning.","appearances can be deceiving in a good way",false,"It specifically means reality falls short of the hype.",,"Indah khabar dari rupa means the description is grander than the reality.",peribahasa,proverb
c2-042,C2,vocab,peribahasa,mcq,"What does Genggam bara api biar sampai jadi arang advise?","persevere with a hard task until it is fully done",true,"Correct - hold the ember until it becomes charcoal - finish what you start.","avoid dangerous tasks",false,"That is not its message.","let go of anger quickly",false,"That is not its meaning.","share your burdens",false,"That is not its meaning.",,"Genggam bara api biar sampai jadi arang advises perseverance to the end.",peribahasa,proverb
c2-043,C2,vocab,peribahasa,mcq,"A person who is Bagai enau dalam belukar, melepaskan pucuk masing-masing is...","selfish, looking out only for themselves",true,"Correct - each palm in the thicket sends out its own shoot.","very generous to all",false,"It means the opposite.","hardworking",false,"That is not its meaning.","easily influenced",false,"That is not its meaning.",,"Bagai enau dalam belukar, melepaskan pucuk masing-masing describes selfishness.",peribahasa,proverb
c2-044,C2,vocab,peribahasa,mcq,"What does Bagai melukut di tepi gantang describe?","a person who is insignificant or has no influence",true,"Correct - rice husk by the measuring basket counts for nothing.","a person of great power",false,"It means the opposite.","a hidden talent",false,"That is not its meaning.","a sudden stroke of luck",false,"That is not its meaning.",,"Bagai melukut di tepi gantang describes an insignificant, powerless person.",peribahasa,proverb
c2-045,C2,vocab,peribahasa,mcq,"The proverb Kerana nila setitik, rosak susu sebelanga means...","one small fault can ruin everything good",true,"Correct - a drop of indigo spoils a whole pot of milk.","small efforts add up over time",false,"That is not its meaning.","share both joy and sorrow",false,"That is not its meaning.","quality matters more than quantity",false,"That is not its meaning.",,"Kerana nila setitik, rosak susu sebelanga means a small flaw spoils the whole.",peribahasa,proverb
c2-046,C2,vocab,peribahasa,mcq,"What does Bagai mencurahkan air ke daun keladi describe?","advice or effort that has no effect at all",true,"Correct - water poured on a taro leaf simply rolls off.","a generous, giving person",false,"That is not its meaning.","hard work paying off",false,"It means the opposite - wasted effort.","a quick and easy task",false,"That is not its meaning.",,"Bagai mencurahkan air ke daun keladi describes advice or effort that is wasted.",peribahasa,proverb
c2-047,C2,vocab,peribahasa,mcq,"The proverb Sikit-sikit, lama-lama jadi bukit teaches that...","small amounts accumulated over time become a lot",true,"Correct - little by little, over time, it becomes a hill.","mountains are built quickly",false,"That is a literal misreading.","slow people never succeed",false,"That is not its meaning.","do not delay important work",false,"That is not its meaning.",,"Sikit-sikit, lama-lama jadi bukit means small accumulations grow large over time.",peribahasa,proverb
c2-048,C2,vocab,peribahasa,mcq,"Pilih peribahasa yang sesuai: Pelajar itu tidak belajar sepanjang tahun dan kini panik sebelum peperiksaan.","Sediakan payung sebelum hujan",true,"Correct - he failed to prepare before the difficulty arrived.","Bagai aur dengan tebing",false,"That proverb is about mutual support.","Melentur buluh biarlah dari rebungnya",false,"That proverb is about early upbringing.","Air dicincang tidak akan putus",false,"That proverb is about kinship ties.",,"Sediakan payung sebelum hujan fits the failure to prepare in advance.",peribahasa,proverb
c2-049,C2,vocab,peribahasa,mcq,"Pilih peribahasa yang sesuai: Setelah berjaya, dia melupakan kampung dan keluarga yang membesarkannya.","Bagai kacang lupakan kulit",true,"Correct - it criticises forgetting one's origins after success.","Bagai pinang dibelah dua",false,"That proverb describes a well-matched pair.","Indah khabar dari rupa",false,"That proverb is about hype exceeding reality.","Genggam bara api biar sampai jadi arang",false,"That proverb is about perseverance.",,"Bagai kacang lupakan kulit fits someone ungrateful who forgets their roots.",peribahasa,proverb
c2-050,C2,vocab,peribahasa,mcq,"Pilih peribahasa yang sesuai: Suami isteri itu sentiasa saling membantu dan tidak boleh dipisahkan.","Bagai aur dengan tebing",true,"Correct - it describes two parties who depend on and support each other.","Seperti katak di bawah tempurung",false,"That proverb describes a narrow worldview.","Harapkan pagar, pagar makan padi",false,"That proverb warns of betrayal.","Sudah terhantuk baru terngadah",false,"That proverb is about realising things too late.",,"Bagai aur dengan tebing fits a couple who support each other.",peribahasa,proverb
c2-051,C2,vocab,peribahasa,fill_blank,"Lengkapkan: Bagai aur dengan ___ - kedua-dua pihak saling memerlukan.",,,,,,,,,,,,,tebing,"Bagai aur dengan tebing describes mutual support and interdependence.",peribahasa,proverb
c2-052,C2,vocab,peribahasa,fill_blank,"Lengkapkan: Seperti katak di bawah ___ - berfikiran sempit dan tidak tahu hal luar.",,,,,,,,,,,,,tempurung,"Seperti katak di bawah tempurung describes a narrow, limited worldview.",peribahasa,proverb
c2-053,C2,vocab,peribahasa,fill_blank,"Lengkapkan: Sediakan payung sebelum ___ - bersedia sebelum kesusahan datang.",,,,,,,,,,,,,hujan,"Sediakan payung sebelum hujan advises preparing before trouble arrives.",peribahasa,proverb
c2-054,C2,vocab,peribahasa,mcq,"Which sentence applies the proverb correctly?","Dia tidak pernah keluar negara dan menyangka kampungnya yang terbaik di dunia - seperti katak di bawah tempurung.",true,"Correct - it correctly describes a narrow, sheltered worldview.","Mereka berkelahi setiap hari, seperti katak di bawah tempurung.",false,"This proverb is not about quarrelling.","Dia kaya raya, seperti katak di bawah tempurung.",false,"This proverb has nothing to do with wealth.","Hujan turun lebat, seperti katak di bawah tempurung.",false,"This misuses the proverb entirely.",,"Seperti katak di bawah tempurung is correctly used for a narrow worldview.",peribahasa,proverb
